Provider Name,Address 1,Address 2,City,State,Zip,Public Phone,Latitude,Longitude,Geopoint,Last Report Date,Is PAP Site,Prescribing Services Available,Appointment URL,Home Delivery,Is ICATT Site,Has USG Product,Has Commercial Product,Has Paxlovid,Has Commercial Paxlovid,Has USG Paxlovid,Has Lagevrio,Has Commercial Lagevrio,Has USG Lagevrio,Has Veklury,Has Oseltamivir Generic,Has Oseltamivir Suspension,Has Oseltamivir Tamiflu,Has Baloxavir,Has Zanamivir,Has Peramivir,Grantee Code,Is Flu,Is COVID-19
COUNTY MARKET PHARMACY 228,1903 W MONROE ST,,SPRINGFIELD,IL,62704,,39.800254,-89.684191,POINT (-89.684191 39.800254),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE
NYJ VITAL RX INCORPORATED,2310 GRAND AVE,,WAUKEGAN,IL,60085,,42.370663,-87.861602,POINT (-87.861602 42.370663),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE
EXTENDED LIVING PHARMACY LLC,338 W MARION AVE,,FORSYTH,IL,62535-1064,,39.921781,-88.960239,POINT (-88.960239 39.921781),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE
FREEBURG COUNTRY MART,500 N STATE ST,,FREEBURG,IL,62243,,38.431672,-89.908608,POINT (-89.908608 38.431672),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE
COSTCO PHARMACY #647,9915 W 159TH ST,,ORLAND PARK,IL,60467-4572,,41.59954,-87.86189,POINT (-87.86189 41.59954),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CW1,FALSE,TRUE
CVS PHARMACY #01773,9551 W 171ST ST,,TINLEY PARK,IL,60487,708-873-0062,41.569005,-87.829625,POINT (-87.829625 41.569005),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,CV1,TRUE,TRUE
MARTINSVILLE PHARMACY,890 E RIDGELAWN RD,,MARTINSVILLE,IL,62442,,39.361791,-87.868716,POINT (-87.868716 39.361791),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE
WALGREENS #10498,1991 S BRIDGE ST,,YORKVILLE,IL,60560-9851,,41.619847,-88.449258,POINT (-88.449258 41.619847),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
OSCO DRUG #1156,446 S WASHINGTON AVE,,KANKAKEE,IL,60901-3744,,41.116104,-87.867513,POINT (-87.867513 41.116104),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,AB1,FALSE,TRUE
WALMART PHARMACY 10-4259,2607 W MAIN ST,,SHELBYVILLE,IL,62565,,39.407878,-88.828372,POINT (-88.828372 39.407878),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WM1,FALSE,TRUE
SHAPIRO DEVELOPMENT CENTER PHARMACY,100 E JEFFERY ST BLDG 603,,KANKAKEE,IL,60901,,41.099951,-87.863218,POINT (-87.863218 41.099951),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE
CHESTER MENTAL HEALTH CENTER,1315 LEHMEN DR,,CHESTER,IL,62233,,37.932092,-89.855894,POINT (-89.855894 37.932092),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ILA,FALSE,TRUE
ELGIN MENTAL HEALTH CENTER,750 S STATE STREET,,ELGIN,IL,60123-7692,,42.021298,-88.284518,POINT (-88.284518 42.021298),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ILA,FALSE,TRUE
CLYDE CHOATE MENTAL HEALTH DEVELOPMENTAL CENTER,1000 NORTH MAIN ST,,ANNA,IL,62906,,37.479275,-89.242562,POINT (-89.242562 37.479275),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ILA,FALSE,TRUE
OSCO DRUG #3347,800 N MAIN ST,,ELBURN,IL,60119-9163,,41.901089,-88.474412,POINT (-88.474412 41.901089),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,AB1,FALSE,TRUE
BASINGER'S ESSINGTON PHARMACY,2202 ESSINGTON RD,,JOLIET,IL,60435,,41.562154,-88.160822,POINT (-88.160822 41.562154),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE
CVS PHARMACY #03790,1305 RANDALL RD,,CRYSTAL LAKE,IL,60014,815-356-0386,42.233325,-88.369527,POINT (-88.369527 42.233325),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,CV1,TRUE,TRUE
OSCO DRUG #3415,2401 ROUTE 12,,SPRING GROVE,IL,60081-9691,,42.435669,-88.243928,POINT (-88.243928 42.435669),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,AB1,FALSE,TRUE
WALGREENS #09984,14902 S RTE 59,,PLAINFIELD,IL,60544-2728,,41.611574,-88.202944,POINT (-88.202944 41.611574),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
WALGREENS #09925,2S613 STATE ROUTE 59,,WARRENVILLE,IL,60555-1440,,41.832317,-88.201839,POINT (-88.201839 41.832317),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
WALGREENS #10718,1202 W UNION AVE,,LITCHFIELD,IL,62056-1165,,39.177023,-89.668714,POINT (-89.668714 39.177023),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
WALGREENS #09750,1190 COLLINSVILLE CROSSING BLVD,,COLLINSVILLE,IL,62234-1880,,38.677238,-90.013258,POINT (-90.013258 38.677238),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
OSCO DRUG #3776,2021 E LARAWAY,,NEW LENOX,IL,60451-9507,,41.482409,-87.991553,POINT (-87.991553 41.482409),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,AB1,FALSE,TRUE
WALMART PHARMACY 10-4286,2000 ORCHARD ROAD,,MONTGOMERY,IL,60538,,41.721049,-88.371811,POINT (-88.371811 41.721049),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WM1,FALSE,TRUE
NORTHWEST ONCOLOGY AND HEMATOLOGY,800 BIESTERFIELD RD,STE 210,ELK GROVE VILLAGE,IL,60007,,42.004138,-88.017459,POINT (-88.017459 42.004138),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE
CVS PHARMACY #18089,1301 SAVORY PLAZA CENTER,,SAVOY,IL,61874-9457,,40.070473,-88.251944,POINT (-88.251944 40.070473),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CV1,FALSE,TRUE
WALMART PHARMACY 10-4531,420 S WEBER RD,,ROMEOVILLE,IL,60446-6531,,41.605701,-88.126509,POINT (-88.126509 41.605701),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WM1,FALSE,TRUE
WALGREENS #9922,4 S COMMERIAL ST,,HARRISBURG,IL,62946-1720,,37.737937,-88.532044,POINT (-88.532044 37.737937),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
OSCO DRUG #3381,220 WEST PEACE RD,,SYCAMORE,IL,60178-8913,,42.013933,-88.678149,POINT (-88.678149 42.013933),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,AB1,FALSE,TRUE
WALGREENS #10374,680 E BOUGHTON RD,,BOLINGBROOK,IL,60440-2202,,41.721954,-88.04239,POINT (-88.04239 41.721954),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
CRESCENT PHARMACY,7261 W 87TH ST,,BRIDGEVIEW,IL,60455,,41.73267,-87.801365,POINT (-87.801365 41.73267),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,GN1,FALSE,TRUE
WALGREENS #10885,2091 ORCHARD RD,,MONTGOMERY,IL,60538-1027,,41.718975,-88.37616,POINT (-88.37616 41.718975),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
CVS PHARMACY #17442,1652  BEECHER RD,,YORKVILLE,IL,60560-5602,630-385-3201,41.662473,-88.465332,POINT (-88.465332 41.662473),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,CV1,TRUE,TRUE
CVS PHARMACY #17473,4701 N ILLINOIS ST,,FAIRVIEW HEIGHTS,IL,62208,618-310-2075,38.57197,-89.987112,POINT (-89.987112 38.57197),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,CV1,TRUE,TRUE
WALGREENS #09334,2986 KIRK RD,,AURORA,IL,60502-6000,,41.816654,-88.280624,POINT (-88.280624 41.816654),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
COSTCO PHARMACY #1040,221 S RANDALL RD,,ST CHARLES,IL,60174-1524,,41.909255,-88.343133,POINT (-88.343133 41.909255),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CW1,FALSE,TRUE
BASINGER'S ESSINGTON PHARMACY,2202 ESSINGTON RD,STE 104,JOLIET,IL,60435,,41.562154,-88.160822,POINT (-88.160822 41.562154),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE
WALGREENS #12395,6607 STATE ROUTE 162,,MARYVILLE,IL,62062-8514,,38.7197235,-89.9572135,POINT (-89.9572135 38.7197235),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
WALGREENS #12303,5939 BELLEVILLE CROSSING STREET,,BELLEVILLE,IL,62226-3107,,38.528727,-90.035421,POINT (-90.035421 38.528727),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
WALGREENS #11411,395 S DIVISION ST,,HARVARD,IL,60033-3258,,42.407898,-88.614129,POINT (-88.614129 42.407898),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
WALGREENS #12089,1606 S PARK AVE,,HERRIN,IL,62948-4169,,37.788268,-89.026949,POINT (-89.026949 37.788268),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
CVS PHARMACY #05619,25 NORTHWEST HWY.,,CARY,IL,60013,847-516-7020,42.208433,-88.232557,POINT (-88.232557 42.208433),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,CV1,TRUE,TRUE
WALGREENS #11662,189 W NORTHWEST HWY,,BARRINGTON,IL,60010-3107,,42.161218,-88.138116,POINT (-88.138116 42.161218),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
PROPACK PHARMACY,2600 S 25TH AVE STE 110,,BROADVIEW,IL,60155-4511,,41.854132,-87.864716,POINT (-87.864716 41.854132),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE
WALGREENS #12305,1009 S OAKWOOD AVE,,GENESEO,IL,61254-1937,,41.439976,-90.1546,POINT (-90.1546 41.439976),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
CVS PHARMACY #08926,983 IL ROUTE 59,,ANTIOCH,IL,60002-1453,847-395-5691,42.475612,-88.103898,POINT (-88.103898 42.475612),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,CV1,TRUE,TRUE
WALGREENS #12304,2744 N CALIFORNIA AVE,,CHICAGO,IL,60647-1736,,41.931495,-87.697921,POINT (-87.697921 41.931495),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
WALMART PHARMACY 10-1681,930 E MT PROSPECT PLAZA,,MOUNT PROSPECT,IL,60056,,42.066417,-87.937291,POINT (-87.937291 42.066417),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WM1,FALSE,TRUE
EXTENDED PHARMACY LLC,121 STATE ST STE 1A,,PEORIA,IL,61602-1547,,40.685226,-89.595077,POINT (-89.595077 40.685226),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE
CVS PHARMACY #07020,1701 FORT JESSE RD,,NORMAL,IL,61761-2285,309-452-1370,40.517144,-88.951844,POINT (-88.951844 40.517144),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,CV1,TRUE,TRUE
ARISTACARE HEALTH,1056 W GOLF RD,,HOFFMAN ESTATES,IL,60169-1340,,42.04866,-88.106431,POINT (-88.106431 42.04866),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE
WALGREENS #11881,600 N MAIN ST,,MONMOUTH,IL,61462-1267,,40.91775,-90.648627,POINT (-90.648627 40.91775),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
MEDICENTER PHARMACY CARBONDALE,2300 W MAIN ST,,CARBONDALE,IL,62901-1036,,37.732833,-89.24694,POINT (-89.24694 37.732833),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE
COMMUNITY PHARMACY OF CHICAGO RIDGE,9830 RIDGELAND AVE,,CHICAGO RIDGE,IL,60415-2667,,41.713021,-87.780417,POINT (-87.780417 41.713021),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE
ORION FAMILY PHARMACY LLC,201 11TH AVE.,,ORION,IL,61273,,41.354114,-90.383758,POINT (-90.383758 41.354114),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE
WALGREENS #11739,9950 N IL ROUTE 47,,HUNTLEY,IL,60142-9325,,42.183665,-88.421389,POINT (-88.421389 42.183665),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
CVS PHARMACY #08043,100 S FELL AVE STE 103,,NORMAL,IL,61761,309-452-0393,40.509871,-88.986731,POINT (-88.986731 40.509871),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,CV1,TRUE,TRUE
WALGREENS #13004,1600 W MAIN ST,,CARBONDALE,IL,62901-2120,,37.72887,-89.23645,POINT (-89.23645 37.72887),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
CVS PHARMACY #03665,1299 E OGDEN AVE,,NAPERVILLE,IL,60563-1603,630-548-2057,41.796306,-88.121378,POINT (-88.121378 41.796306),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,CV1,TRUE,TRUE
WALMART PHARMACY 10-4529,501 E LINCOLN HWY,,NEW LENOX,IL,60451-1909,,41.514782,-87.953402,POINT (-87.953402 41.514782),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WM1,FALSE,TRUE
HOME RX 1,119 E OGDEN AVE,20LL,HINSDALE,IL,60521,,41.816258,-87.927483,POINT (-87.927483 41.816258),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE
AXLINE ADVANCED (04),1210 TOWANDA AVE STE 10,,BLOOMINGTON,IL,61701-7415,,40.489722,-88.970558,POINT (-88.970558 40.489722),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE
WALMART PHARMACY 10-4695,6660 GODFREY RD,,GODFREY,IL,62035-2219,,38.964652,-90.196316,POINT (-90.196316 38.964652),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WM1,FALSE,TRUE
WALGREENS #15562,4009 OLD ORCHARD RD,,SKOKIE,IL,60076-1001,,42.062108,-87.72808,POINT (-87.72808 42.062108),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
YES VITAL RX INC,1817 SHERIDAN RD,,NORTH CHICAGO,IL,60064-2235,,42.326929,-87.839139,POINT (-87.839139 42.326929),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ILA,FALSE,TRUE
WALGREENS #13827,1 EAST OGDEN AVE,,WESTMONT,IL,60559-1339,,41.809617,-87.975258,POINT (-87.975258 41.809617),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
WALGREENS #13852,106 ILLINI BLVD,,SHERMAN,IL,62684-8480,,39.89679,-89.602421,POINT (-89.602421 39.89679),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
WALGREENS #15169,1001 HEATHER DR,,MAHOMET,IL,61853-2754,,40.186671,-88.383211,POINT (-88.383211 40.186671),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
WALMART PHARMACY 10-4699,2415 N BLOOMINGTON ST,,STREATOR,IL,61364-1305,,41.151543,-88.83311,POINT (-88.83311 41.151543),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WM1,FALSE,TRUE
MARIANO'S PHARMACY,545 N HICKS RD,,PALATINE,IL,60067-3608,,42.119817,-88.031792,POINT (-88.031792 42.119817),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,KG1,FALSE,TRUE
WALGREENS #13921,420 W FIRST DR,,DECATUR,IL,62521-5294,,39.8222,-88.958165,POINT (-88.958165 39.8222),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
COUNTY MARKET PHARMACY 212,520 W CLINTON ST,,RUSHVILLE,IL,62681,,40.116592,-90.571059,POINT (-90.571059 40.116592),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE
